2023-05-10 21:53:22,760 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:53:32,564 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:53:32,575 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:53:32,575 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:54:06,662 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:54:06,662 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:54:06,663 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:54:11,323 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:54:11,333 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:54:11,333 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:54:15,226 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:54:15,227 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:54:15,227 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:54:28,492 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:54:28,502 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:54:28,502 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:55:41,985 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:55:41,988 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:55:41,988 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:56:05,072 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:56:05,082 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:56:05,082 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
